@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42-weka.filters.unsupervised.attribute.Remove-R37-40

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute Z0 numeric
@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Z8 numeric
@attribute Z9 numeric
@attribute XAVG numeric
@attribute YAVG numeric
@attribute ZAVG numeric
@attribute XPEAK numeric
@attribute YPEAK numeric
@attribute ZPEAK numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0.1,0.1,0.1,0.09,0.11,0.13,0.07,0.11,0.08,0.13,0.07,0.09,0.14,0.15,0.09,0.09,0.12,0.1,0.08,0.1,0.07,0.08,0.14,0.08,0.11,0.09,0.15,0.08,0.12,0.11,0,9.03,-0.13,1541.67,1178.57,1866.67,Walking
0.11,0.09,0.09,0.15,0.06,0.1,0.07,0.13,0.13,0.09,0.1,0.1,0.13,0.09,0.14,0.09,0.11,0.06,0.11,0.09,0.1,0.09,0.09,0.09,0.12,0.11,0.1,0.1,0.11,0.12,0,9.03,-0.21,2312.5,1027.78,1470,Walking
0.11,0.07,0.08,0.08,0.14,0.12,0.16,0.13,0.05,0.09,0.07,0.1,0.06,0.11,0.15,0.16,0.1,0.07,0.1,0.1,0.08,0.08,0.07,0.07,0.08,0.11,0.16,0.17,0.12,0.09,0,9.27,-0.05,1062.5,888.89,975,Walking
0.08,0.07,0.13,0.13,0.15,0.11,0.13,0.13,0.05,0.05,0.05,0.07,0.11,0.13,0.09,0.13,0.09,0.16,0.14,0.05,0.16,0.05,0.1,0.04,0.04,0.09,0.13,0.22,0.12,0.06,0,9.26,-0.44,2200,1258.33,2187.5,Walking
0.01,0.04,0.03,0.07,0.05,0.08,0.04,0.01,0.02,0.01,0.01,0.02,0.03,0.03,0.06,0.03,0.04,0.06,0.07,0.01,0.09,0.03,0.03,0.04,0.03,0.02,0.03,0.04,0.03,0.01,0,3.09,-0.61,475,500,525,Walking
0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.12,0,8.92,-0.21,300,1683.33,2200,Upstairs
0.1,0.1,0.08,0.11,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0,8.98,-0.01,1925,553.85,3525,Downstairs
0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0.13,-0.01,1840.901477,1069.140032,2032.625601,Downstairs
0.11,0.11,0.09,0.06,0.09,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.06,0.08,0.11,0.11,0.11,0.11,0.11,0.11,0.08,0.09,0.07,0.12,0.11,0.11,0.11,0.11,0,8.95,-0.32,1325,1160,2816.67,Upstairs
0,0.01,0.02,0.06,0.02,0.01,0.01,0,0,0,0,0,0,0.02,0.03,0.06,0.01,0,0,0,0.01,0.01,0.02,0.04,0.03,0.01,0,0.01,0.01,0,0,0.94,-0.11,1840.901477,266.67,2032.625601,Upstairs
0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.08,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.11,0.11,0.1,0.1,0,8.73,-0.57,2150,536.36,1900,Downstairs
0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0.13,0,1840.901477,1069.140032,2032.625601,Downstairs
0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0,8.58,-0.37,550,1416.67,2275,Upstairs
0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0,7.53,-0.09,2200,431.25,2625,Downstairs
0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.1,0.09,0.09,0,7.74,-0.2,325,1280,1650,Upstairs
0.09,0.08,0.09,0.09,0.08,0.08,0.1,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.1,0.07,0.11,0.08,0.09,0.09,0.09,0.08,0,7.7,-0.23,2750,590,2225,Downstairs
0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.11,0.09,0.1,0.1,0.1,0.1,0,8.62,-0.38,1840.901477,1066.67,1550,Upstairs
0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0,0,6.24,-0.12,683.33,525,775,Downstairs
0.08,0.08,0.07,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0,7.39,-0.29,1600,841.67,1162.5,Upstairs
0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0,6.75,-0.02,983.33,608.33,1583.33,Downstairs
0.09,0.09,0.08,0.09,0.08,0.1,0.07,0.11,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0,7.73,-0.11,550,400,2300,Upstairs
0.07,0.07,0.06,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.07,0.07,0.07,0.07,0,6.63,0.01,1125,525,1650,Downstairs
0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,7.33,-0.22,1525,671.43,2150,Upstairs
0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.09,0.07,0.07,0.07,0.07,0,6.4,0.16,1350,516.67,2450,Downstairs
0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.08,0.1,0.09,0,7.58,-0.14,3225,1275,2800,Upstairs
0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0,5.69,0.13,950,670,2175,Downstairs
0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.1,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0,7.02,-0.05,1950,750,1475,Upstairs
0.06,0.06,0.07,0.06,0.07,0.06,0.05,0.08,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0,5.52,-0.02,725,616.67,650,Downstairs
0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0,8.14,-0.35,1500,920,1225,Upstairs
0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.07,0.07,0.08,0,6.38,-0.11,825,441.67,1525,Downstairs
0.24,0.17,0.13,0.11,0.12,0.11,0.11,0.02,0.01,0,0.08,0.07,0.17,0.07,0.08,0.08,0.1,0.18,0.1,0.08,0.05,0.06,0.08,0.09,0.22,0.15,0.11,0.11,0.09,0.07,0,5.82,-0.14,2525,485.71,875,Jogging
0.12,0.15,0.09,0.13,0.14,0.07,0.18,0.1,0.05,0,0.09,0.07,0.15,0.13,0.05,0.06,0.05,0.08,0.1,0.18,0.11,0.07,0.05,0.04,0.1,0.13,0.2,0.11,0.12,0.11,0,6.78,0.61,650,638.46,2750,Jogging
0.14,0.15,0.15,0.2,0.14,0.07,0.07,0.09,0.02,0,0.04,0.08,0.11,0.1,0.06,0.06,0.09,0.11,0.1,0.23,0.09,0.08,0.12,0.07,0.07,0.07,0.19,0.14,0.09,0.11,0,8.42,0.14,375,348.15,1525,Jogging
0.37,0.14,0.16,0.06,0.1,0.07,0.06,0.05,0,0,0.08,0.1,0.09,0.07,0.03,0.1,0.1,0.11,0.19,0.13,0.07,0.08,0.09,0.07,0.07,0.13,0.11,0.12,0.16,0.11,0,7.48,0.81,1683.33,561.76,950,Jogging
0.28,0.09,0.12,0.1,0.1,0.16,0.1,0.06,0.01,0,0.07,0.11,0.17,0.1,0.06,0.08,0.06,0.12,0.14,0.08,0.1,0.1,0.09,0.04,0.04,0.13,0.16,0.15,0.12,0.09,0,5.4,0.44,1175,965,1500,Jogging
0.17,0.21,0.24,0.14,0.14,0.06,0.06,0,0,0,0.07,0.08,0.07,0.07,0.04,0.07,0.08,0.15,0.19,0.15,0.12,0.14,0.1,0.09,0.04,0.11,0.1,0.1,0.1,0.12,0,8.67,-0.49,3300,372.92,1766.67,Jogging
0.18,0.19,0.24,0.17,0.07,0.11,0.04,0,0,0,0.07,0.1,0.09,0.05,0.04,0.07,0.12,0.15,0.14,0.13,0.14,0.16,0.07,0.03,0.06,0.12,0.1,0.08,0.15,0.11,0,7.96,-0.44,1450,428.13,550,Jogging
0.24,0.15,0.12,0.11,0.07,0.13,0.17,0.04,0.01,0,0.04,0.06,0.14,0.08,0.06,0.05,0.11,0.12,0.17,0.12,0.11,0.11,0.06,0.09,0.08,0.06,0.16,0.13,0.15,0.08,0,8.4,0.13,1900,442.5,4575,Jogging
0.09,0.11,0.07,0.14,0.11,0.15,0.17,0.14,0.04,0.01,0.03,0.09,0.12,0.07,0.06,0.03,0.09,0.11,0.15,0.2,0.13,0.18,0.09,0.04,0.02,0.06,0.16,0.07,0.16,0.11,0,9.07,0,1950,442.86,1408.33,Jogging
0.06,0.1,0.16,0.13,0.13,0.19,0.13,0.11,0.01,0,0.03,0.07,0.11,0.08,0.08,0.03,0.06,0.14,0.18,0.18,0.09,0.11,0.08,0.08,0.07,0.08,0.13,0.13,0.14,0.11,0,9.25,0.87,1600,397.83,3083.33,Jogging
0.18,0.19,0.12,0.14,0.13,0.08,0.11,0.07,0,0,0.08,0.06,0.09,0.09,0.08,0.08,0.08,0.09,0.14,0.2,0.08,0.11,0.11,0.03,0.06,0.07,0.17,0.19,0.11,0.1,0,8.12,0.77,3400,393.75,3325,Jogging
0.15,0.1,0.1,0.07,0.13,0.15,0.21,0.09,0.01,0,0.05,0.08,0.14,0.09,0.05,0.04,0.06,0.05,0.19,0.18,0.1,0.1,0.05,0.06,0.03,0.14,0.17,0.19,0.13,0.06,0,8.86,0.32,583.33,457.14,4575,Jogging
0.19,0.1,0.09,0.14,0.19,0.16,0.12,0.04,0,0,0.03,0.06,0.08,0.08,0.06,0.06,0.19,0.12,0.13,0.13,0.13,0.09,0.07,0.12,0.05,0.08,0.09,0.17,0.15,0.08,0,8.83,0.05,1050,529.41,2450,Jogging
0.23,0.22,0.23,0.13,0.11,0.05,0.04,0.01,0.01,0,0.04,0.08,0.05,0.05,0.06,0.09,0.12,0.1,0.22,0.17,0.31,0.1,0.05,0.07,0.07,0.06,0.08,0.06,0.09,0.13,0,9.76,-2.95,4450,389.13,3200,Jogging
0.25,0.21,0.27,0.11,0.1,0.07,0.01,0.01,0,0,0.07,0.07,0.07,0.04,0.05,0.07,0.15,0.11,0.2,0.16,0.3,0.11,0.07,0.05,0.05,0.07,0.06,0.1,0.12,0.09,0,8.8,-2.92,1875,442.86,1862.5,Jogging
0.25,0.28,0.23,0.13,0.08,0.03,0.01,0,0,0,0.04,0.09,0.03,0.03,0.04,0.06,0.14,0.26,0.19,0.13,0.35,0.1,0.08,0.06,0.05,0.07,0.08,0.07,0.08,0.1,0,9.37,-3.52,2625,492.11,1375,Jogging
0.32,0.19,0.21,0.14,0.08,0.04,0.03,0.01,0,0,0.06,0.07,0.03,0.05,0.03,0.07,0.17,0.18,0.17,0.15,0.24,0.16,0.09,0.05,0.05,0.05,0.06,0.13,0.09,0.09,0,9.17,-2.26,1216.67,415.22,1850,Jogging
0.12,0.05,0.13,0.15,0.15,0.18,0.15,0.07,0.03,0.01,0.06,0.07,0.03,0.05,0.09,0.11,0.1,0.06,0.16,0.21,0.21,0.1,0.1,0.06,0.09,0.06,0.09,0.11,0.07,0.13,0,9.76,-1.26,625,438.1,4400,Jogging
0.05,0.12,0.17,0.2,0.15,0.16,0.14,0.03,0,0,0.08,0.06,0.06,0.04,0.06,0.06,0.11,0.12,0.18,0.18,0.21,0.14,0.13,0.08,0.07,0.07,0.06,0.04,0.08,0.14,0,9.54,-1.87,2700,371.15,4600,Jogging
0.16,0.15,0.19,0.15,0.16,0.07,0.09,0.05,0.01,0,0.06,0.08,0.03,0.05,0.06,0.06,0.17,0.13,0.17,0.15,0.17,0.14,0.11,0.05,0.04,0.1,0.11,0.12,0.08,0.12,0,9.27,-0.94,2500,402.08,1850,Jogging
0.28,0.18,0.1,0.09,0.07,0.14,0.08,0.05,0.02,0,0.05,0.03,0.07,0.05,0.09,0.08,0.13,0.14,0.21,0.14,0.06,0.08,0.09,0.08,0.07,0.12,0.16,0.18,0.11,0.09,0,9.12,0.64,1975,442.86,3050,Jogging
0.08,0.1,0.06,0.09,0.1,0.15,0.21,0.14,0.08,0.02,0.02,0.11,0.12,0.11,0.09,0.04,0.12,0.07,0.19,0.14,0.11,0.08,0.13,0.1,0.04,0.08,0.14,0.17,0.12,0.06,0,7.36,-0.05,650,522.22,2300,Jogging
0.05,0.11,0.06,0.15,0.09,0.18,0.18,0.15,0.04,0.01,0.03,0.08,0.16,0.06,0.07,0.07,0.09,0.14,0.19,0.11,0.11,0.13,0.09,0.09,0.04,0.11,0.09,0.16,0.08,0.13,0,7.82,0.14,1850,500,1150,Jogging
0.05,0.16,0.16,0.17,0.17,0.14,0.05,0.09,0.03,0.01,0.04,0.07,0.07,0.11,0.07,0.05,0.13,0.12,0.15,0.17,0.11,0.1,0.09,0.06,0.08,0.11,0.09,0.12,0.14,0.13,0,8.62,0.74,1725,508.33,1612.5,Jogging
0.06,0.13,0.22,0.18,0.13,0.09,0.13,0.05,0.04,0,0.01,0.05,0.07,0.1,0.08,0.11,0.15,0.11,0.23,0.11,0.03,0.06,0.09,0.13,0.15,0.15,0.13,0.13,0.06,0.09,0,8.8,0.17,1816.67,623.33,2350,Jogging
0.06,0.03,0.1,0.06,0.12,0.11,0.13,0.12,0.18,0.05,0.1,0.07,0.13,0.09,0.14,0.13,0.07,0.09,0.12,0.1,0.06,0.08,0.12,0.12,0.12,0.07,0.09,0.15,0.09,0.12,0,5.51,0.64,485.29,556.25,1875,Jogging
0.06,0.03,0.06,0.13,0.13,0.11,0.09,0.14,0.14,0.06,0.11,0.11,0.07,0.11,0.11,0.13,0.12,0.05,0.07,0.14,0.12,0.09,0.16,0.06,0.14,0.09,0.09,0.09,0.1,0.1,0,5.04,-0.48,465,696.15,2062.5,Jogging
0.07,0.1,0.04,0.06,0.05,0.1,0.08,0.14,0.18,0.11,0.09,0.06,0.05,0.15,0.14,0.13,0.15,0.13,0.09,0.04,0.1,0.11,0.11,0.12,0.09,0.04,0.07,0.09,0.11,0.19,0,4.96,0.88,397.92,1062.5,3150,Jogging
0.05,0.09,0.1,0.1,0.07,0.05,0.08,0.11,0.15,0.1,0.14,0.1,0.1,0.11,0.16,0.13,0.19,0.05,0.05,0,0.15,0.11,0.08,0.1,0.08,0.1,0.08,0.08,0.12,0.13,0,2.59,-0.33,600,3000,4500,Jogging
0.09,0.09,0.09,0.05,0.1,0.08,0.06,0.12,0.14,0.1,0.21,0.12,0.05,0.06,0.09,0.1,0.19,0.15,0.05,0,0.2,0.08,0.1,0.09,0.13,0.11,0.07,0.08,0.09,0.07,0,2.53,-1.98,415.91,2550,3200,Jogging
0.05,0.06,0.06,0.07,0.1,0.1,0.11,0.11,0.21,0.1,0.17,0.17,0.08,0.1,0.14,0.12,0.09,0.08,0.06,0.01,0.14,0.09,0.15,0.1,0.09,0.06,0.06,0.05,0.1,0.18,0,2.03,-0.13,428.57,1050,2400,Jogging
0.05,0.08,0.1,0.08,0.06,0.08,0.1,0.09,0.15,0.12,0.19,0.13,0.08,0.04,0.13,0.17,0.14,0.11,0.04,0,0.12,0.1,0.13,0.09,0.12,0.1,0.05,0.09,0.13,0.09,0,2.05,-0.65,450,3650,2366.67,Jogging
0.1,0.09,0.08,0.1,0.06,0.04,0.12,0.09,0.18,0.08,0.23,0.08,0.08,0.05,0.04,0.09,0.17,0.15,0.1,0.03,0.2,0.06,0.1,0.06,0.07,0.13,0.07,0.09,0.07,0.17,0,2.94,-0.45,535.29,2616.67,750,Jogging
0.03,0.05,0.06,0.09,0.09,0.09,0.07,0.17,0.19,0.09,0.12,0.13,0.09,0.13,0.16,0.16,0.05,0.11,0.06,0.03,0.03,0.14,0.13,0.14,0.12,0.07,0.11,0.09,0.05,0.13,0,3.06,-0.06,374,2100,2375,Jogging
0.04,0.06,0.03,0.08,0.11,0.11,0.11,0.14,0.14,0.15,0.15,0.11,0.1,0.15,0.14,0.14,0.09,0.08,0.06,0.01,0.02,0.12,0.16,0.12,0.12,0.11,0.06,0.12,0.1,0.09,0,2.53,0.05,373.08,1975,3650,Jogging
0.03,0.05,0.04,0.07,0.11,0.14,0.07,0.17,0.16,0.11,0.17,0.13,0.11,0.12,0.13,0.11,0.09,0.08,0.07,0.02,0.01,0.1,0.11,0.17,0.11,0.11,0.14,0.07,0.1,0.11,0,2.23,0.42,467.5,2633.33,1783.33,Jogging
0.01,0.05,0.05,0.07,0.13,0.1,0.1,0.16,0.22,0.09,0.14,0.16,0.07,0.17,0.16,0.1,0.08,0.07,0.06,0.01,0.03,0.07,0.14,0.17,0.13,0.15,0.06,0.1,0.07,0.11,0,2.15,-0.04,393.75,1350,1000,Jogging
0.03,0.05,0.05,0.06,0.11,0.13,0.11,0.13,0.18,0.11,0.12,0.17,0.13,0.13,0.17,0.12,0.05,0.06,0.06,0.02,0.01,0.08,0.12,0.11,0.2,0.13,0.1,0.1,0.06,0.11,0,2.11,0.23,369.23,2225,1566.67,Jogging
0.01,0.09,0.03,0.08,0.1,0.16,0.06,0.14,0.18,0.1,0.11,0.16,0.08,0.12,0.13,0.14,0.08,0.06,0.11,0.02,0.01,0.09,0.13,0.12,0.15,0.13,0.15,0.06,0.09,0.09,0,3.14,0.14,391.67,1483.33,2875,Jogging
0.06,0.03,0.06,0.07,0.07,0.12,0.14,0.08,0.19,0.12,0.16,0.12,0.09,0.16,0.12,0.1,0.14,0.07,0.07,0.01,0.05,0.11,0.11,0.1,0.12,0.16,0.11,0.07,0.1,0.09,0,2.36,0.06,361.11,2312.5,2237.5,Jogging
0.07,0.06,0.06,0.12,0.05,0.08,0.09,0.11,0.17,0.13,0.15,0.15,0.13,0.12,0.1,0.2,0.08,0.09,0.01,0,0.08,0.15,0.09,0.11,0.11,0.1,0.09,0.06,0.11,0.12,0,1.64,-0.14,511.11,1780,2716.67,Jogging
0.05,0.07,0.07,0.04,0.09,0.1,0.11,0.07,0.17,0.13,0.18,0.14,0.07,0.11,0.08,0.18,0.13,0.08,0.04,0,0.11,0.15,0.1,0.13,0.05,0.12,0.08,0.09,0.1,0.11,0,2.04,-0.57,550,550,1670,Jogging
0.03,0.08,0.07,0.08,0.12,0.12,0.04,0.09,0.15,0.11,0.19,0.15,0.06,0.1,0.1,0.17,0.1,0.13,0.01,0.01,0.09,0.1,0.11,0.12,0.19,0.07,0.07,0.06,0.09,0.13,0,1.57,-0.21,593.75,1283.33,1283.33,Jogging
0.02,0.07,0.11,0.08,0.09,0.08,0.07,0.14,0.13,0.13,0.16,0.16,0.06,0.13,0.16,0.14,0.13,0.07,0.01,0,0.06,0.14,0.11,0.18,0.09,0.1,0.09,0.09,0.08,0.1,0,1.52,-0.53,472.5,3125,1166.67,Jogging
0.02,0.08,0.06,0.04,0.12,0.09,0.12,0.13,0.12,0.17,0.17,0.09,0.17,0.17,0.15,0.1,0.03,0.11,0.04,0,0.02,0.1,0.1,0.17,0.19,0.11,0.08,0.09,0.07,0.09,0,1.42,-0.28,452.38,3575,3125,Jogging
0.02,0.06,0.07,0.07,0.08,0.12,0.08,0.13,0.2,0.12,0.13,0.14,0.18,0.14,0.17,0.11,0.04,0.08,0.03,0,0.02,0.05,0.14,0.19,0.12,0.13,0.07,0.08,0.13,0.1,0,1.61,0.56,429.55,2325,375,Jogging
0.02,0.06,0.07,0.05,0.09,0.07,0.08,0.22,0.21,0.09,0.13,0.16,0.13,0.19,0.14,0.11,0.07,0.09,0,0,0.06,0.1,0.14,0.11,0.18,0.11,0.07,0.08,0.1,0.09,0,1.45,-0.35,397.92,1321.43,1900,Jogging
0.03,0.07,0.05,0.09,0.07,0.06,0.13,0.17,0.21,0.08,0.14,0.14,0.12,0.14,0.18,0.17,0.05,0.07,0.01,0,0.04,0.08,0.16,0.18,0.15,0.08,0.06,0.08,0.09,0.11,0,1.59,-0.23,404.35,1400,3216.67,Jogging
0.04,0.06,0.04,0.07,0.07,0.08,0.14,0.21,0.15,0.1,0.16,0.11,0.14,0.15,0.21,0.1,0.04,0.09,0.02,0,0.02,0.08,0.12,0.2,0.17,0.07,0.11,0.08,0.12,0.06,0,1.55,-0.37,310.34,2633.33,1225,Jogging
0,0.06,0.07,0.05,0.08,0.06,0.15,0.2,0.19,0.12,0.06,0.12,0.18,0.22,0.16,0.14,0.08,0.04,0.01,0,0.05,0.05,0.12,0.09,0.18,0.19,0.11,0.08,0.1,0.06,0,2.01,-0.31,541.67,2966.67,2225,Jogging
0.05,0.03,0.05,0.1,0.1,0.11,0.11,0.18,0.11,0.14,0.16,0.09,0.16,0.11,0.1,0.18,0.13,0.05,0.04,0.02,0.07,0.1,0.11,0.12,0.11,0.16,0.11,0.08,0.12,0.06,0,2.33,-0.53,415.22,1425,2175,Jogging
0.03,0.04,0.01,0.08,0.1,0.1,0.13,0.2,0.16,0.11,0.12,0.18,0.12,0.12,0.13,0.13,0.07,0.1,0.06,0,0.05,0.08,0.12,0.14,0.19,0.14,0.11,0.08,0.06,0.07,0,2.12,-0.68,323.33,2200,2225,Jogging
0.03,0.05,0.06,0.05,0.1,0.12,0.1,0.12,0.22,0.14,0.17,0.11,0.14,0.15,0.17,0.11,0.1,0.06,0.02,0,0.03,0.08,0.12,0.16,0.15,0.12,0.13,0.06,0.09,0.09,0,1.42,-0.05,390,2800,1650,Jogging
0.07,0.04,0.02,0.04,0.07,0.07,0.1,0.18,0.24,0.13,0.08,0.1,0.18,0.12,0.16,0.13,0.16,0.06,0.04,0,0.06,0.11,0.08,0.15,0.15,0.13,0.09,0.08,0.07,0.1,0,2.75,-0.39,411.9,1750,975,Jogging
0,0,0,0,0,0.02,0.04,0.1,0.06,0.01,0.01,0.02,0.07,0.08,0.02,0.02,0,0.01,0,0,0.02,0.01,0.01,0,0.05,0.07,0.02,0.01,0.03,0.01,0,0.23,-0.02,625,650,900,Jogging
0.13,0.16,0.07,0.06,0.07,0.07,0.1,0.16,0.12,0.08,0.2,0.16,0.09,0.09,0.17,0.06,0.04,0.07,0.07,0.08,0.09,0.05,0.07,0.07,0.06,0.06,0.09,0.14,0.13,0.27,0,7.72,1.45,2275,816.67,1100,Walking
0.01,0.04,0.07,0.05,0.04,0.06,0.1,0.25,0.17,0.24,0.06,0.18,0.19,0.16,0.11,0.07,0.05,0.1,0.05,0.05,0.03,0.16,0.11,0.1,0.13,0.1,0.1,0.12,0.11,0.08,0,8,-0.35,1600,2666.67,3175,Walking
0,0.02,0.06,0.06,0.08,0.08,0.1,0.17,0.22,0.22,0.08,0.13,0.17,0.18,0.14,0.1,0.05,0.08,0.08,0.01,0.06,0.07,0.09,0.12,0.1,0.09,0.16,0.12,0.14,0.08,0,7.79,0.04,3116.67,733.33,2750,Walking
0,0.01,0.05,0.03,0.06,0.07,0.09,0.17,0.31,0.24,0.06,0.19,0.23,0.21,0.08,0.03,0.06,0.11,0.06,0,0.01,0.11,0.08,0.13,0.1,0.1,0.1,0.15,0.17,0.07,0,7.38,0.06,1166.67,1790,3550,Walking
0,0.01,0.03,0.03,0.04,0.05,0.11,0.09,0.4,0.26,0.12,0.25,0.21,0.17,0.04,0.07,0.03,0.1,0.03,0,0.05,0.12,0.08,0.14,0.14,0.05,0.09,0.1,0.15,0.11,0,6.72,0.06,3125,2087.5,3150,Walking
0.05,0.06,0.09,0.08,0.12,0.12,0.16,0.16,0.1,0.07,0.09,0.08,0.12,0.12,0.11,0.11,0.09,0.1,0.12,0.08,0.07,0.11,0.09,0.1,0.11,0.1,0.13,0.13,0.08,0.09,0,9.23,-0.29,1366.67,1170,2066.67,Walking
0.18,0.14,0.14,0.16,0.13,0.08,0.08,0.07,0.04,0.02,0.13,0.07,0.04,0.08,0.12,0.08,0.12,0.11,0.11,0.15,0.13,0.14,0.09,0.09,0.09,0.1,0.1,0.08,0.1,0.11,0,9.92,-0.41,1733.33,657.14,2050,Walking
0.28,0.15,0.18,0.12,0.11,0.07,0.04,0.04,0.03,0.01,0.13,0.06,0.05,0.14,0.06,0.07,0.11,0.09,0.13,0.18,0.18,0.12,0.09,0.09,0.06,0.15,0.06,0.07,0.08,0.11,0,9.91,-0.57,1225,696.15,1983.33,Walking
